ID,Rel_News
21,chd_int_19990417_0007 cts_int_19980224_0001 cts_int_19981217_0009 cts_int_19981116_0001 cte_foc_19981116_0004 cts_int_19981116_0003 cts_int_19981114_0010 cts_int_19990112_0001 cdn_soc_19981115_0001 cts_int_19981116_0017 cts_foc_19981221_0010 chd_int_19981114_0006 chd_int_19981115_0009 cts_foc_19981221_0009 cdn_foc_19981219_0030 cts_int_19980115_0002 chd_int_19981217_0002 chd_int_19981116_0003 cdn_foc_19981102_0001 cts_int_19981116_0002 chd_int_19981123_0001 cts_int_19990117_0009 cdn_soc_19981115_0002 chd_for_19981218_0003 chd_int_19980807_0004 cts_int_19981110_0004 cts_int_19980225_0001 cdn_foc_19981218_0024 cts_int_19980806_0003 cts_int_19981222_0011 cts_int_19981220_0002 cts_foc_19981218_0019 ctc_foc_19981218_0009 cts_int_19981227_0009 cts_int_19980806_0002 cts_int_19981117_0010 cts_foc_19981221_0008 chd_int_19981101_0002 cts_int_19981114_0002 chd_int_19981116_0004 chd_int_19980911_0002 cts_chi_19980731_0002 chd_int_19981115_0004 cts_int_19980807_0008 chd_int_19981218_0003 chd_int_19981118_0002 chd_int_19981106_0001 chd_int_19981202_0008 chd_int_19981231_0006 cts_int_19981102_0002 chd_int_19981109_0001 chd_int_19980625_0001 chd_int_19981117_0004 cdn_soc_19981221_0001 chd_int_19981115_0002 cts_int_19980807_0007 chd_int_19980616_0004 chd_int_19990305_0007 cts_foc_19981218_0035 chd_int_19981221_0001 cts_int_19981113_0004 cts_for_19981218_0007 ctc_foc_19981116_0007 ctc_eco_19981115_0005 cdn_soc_19981114_0001 chd_int_19981225_0002 cts_int_19981224_0012 cdn_foc_19981113_0022 cts_int_19981113_0006 chd_int_19981114_0007 cts_int_19981109_0010 cts_int_19981109_0002 chd_int_19981122_0003 cts_int_19981220_0010 chd_int_19981218_0001 cts_foc_19981218_0023 chd_int_19990125_0008 cts_int_19980626_0009 cts_int_19980209_0001 cdn_foc_19981113_0021 cts_int_19980704_0007 cts_int_19981229_0010 cte_foc_19981219_0008 cts_int_19981114_0008 chd_int_19981219_0003 cdn_soc_19981115_0003 chd_int_19981223_0003 chd_int_19981227_0003 cdn_soc_19981221_0006 chd_int_19990110_0002 chd_int_19990209_0001 chd_int_19981228_0004 cdn_foc_19981218_0001 cts_int_19981109_0012 cts_int_19990303_0011 cts_int_19981103_0001 cdn_soc_19981218_0001 cts_int_19990116_0002 cts_int_19981109_0003 ctc_eco_19981219_0004 
22,chd_pol_19990307_0004 chd_pol_19981003_0011 cte_foc_19981124_0005 cts_soc_19990404_0027 cts_soc_19990304_0007 cdn_soc_19990423_0017 cdn_soc_19981115_0004 cts_soc_19990307_0024 cts_soc_19980909_0007 cts_foc_19990401_0016 cts_for_19980827_0005 chd_int_19981020_0004 chd_soc_19981007_0019 cts_ent_19990506_0005 cts_for_19990301_0002 cts_for_19980516_0002 cte_foc_19990422_0011 chd_int_19981008_0003 cdn_soc_19990305_0004 cts_soc_19981209_0010 cts_for_19990228_0005 cdn_edu_19990319_0002 chd_pol_19990404_0014 chd_pol_19990314_0011 cts_soc_19980909_0001 cte_foc_19990401_0006 cts_eco_19990401_0009 chd_int_19981010_0002 chd_edu_19990423_0006 chd_edu_19980627_0008 chd_edu_19990319_0011 cts_soc_19990319_0026 cdn_edu_19990319_0001 cdn_foc_19980919_0027 cdn_soc_19990307_0007 cdn_soc_19990226_0013 chd_soc_19990420_0008 cts_soc_19990105_0001 chd_int_19980922_0007 cts_soc_19990307_0005 cts_soc_19990319_0025 cts_soc_19990307_0006 cte_foc_19990308_0008 cts_soc_19990227_0015 cte_foc_19990318_0001 chd_med_19980719_0006 cts_eco_19980721_0005 cdn_ent_19980520_0002 chd_pol_19990202_0034 cts_soc_19990307_0033 chd_soc_19990417_0007 cts_int_19990114_0008 chd_int_19980917_0008 cts_soc_19990307_0030 cte_foc_19990308_0009 cts_soc_19990319_0024 cts_int_19990414_0011 cts_soc_19980629_0009 chd_pol_19990307_0005 cdn_foc_19981003_0013 chd_soc_19981007_0018 cts_int_19980926_0008 cts_int_19980926_0002 cts_foc_19980922_0010 cts_soc_19990307_0032 cts_chi_19980905_0004 chd_for_19990423_0001 cts_soc_19980610_0020 chd_pol_19980521_0006 chd_soc_19981007_0020 cts_soc_19980802_0023 cts_for_19980820_0001 chd_med_19990112_0002 cts_for_19990117_0007 cts_chi_19980926_0002 chd_int_19990505_0001 cts_soc_19980802_0001 cdn_soc_19981230_0003 chd_eco_19981103_0019 cts_soc_19990419_0016 chd_int_19990414_0005 cts_soc_19970504_0001 cts_for_19980522_0005 ctc_foc_19990401_0013 cts_soc_19980926_0008 chd_int_19980815_0003 cts_int_19980922_0004 cts_foc_19980922_0011 chd_pol_19980922_0070 cts_soc_19990510_0010 cts_int_19981221_0001 cts_soc_19990221_0012 cts_int_19990201_0001 cts_int_19990201_0003 cdn_soc_19990108_0006 ctc_foc_19980518_0009 cte_sto_19990126_0006 chd_int_19990315_0007 ctc_tec_19990329_0004 ctc_foc_19981024_0008 
23,cts_eco_19980825_0006 cdn_eco_19980517_0007 ctc_foc_19980525_0005 chd_eco_19980808_0025 cdn_soc_19980527_0001 ctc_dep_19980522_0003 chd_eco_19980517_0011 chd_eco_19980512_0035 cts_eco_19980512_0002 chd_pol_19980526_0001 cdn_soc_19980528_0020 chd_pol_19980528_0001 ctc_foc_19980527_0005 cts_soc_19990405_0005 ctc_foc_19980518_0005 ctc_mnf_19980602_0004 ctc_foc_19990411_0006 chd_for_19980526_0001 chd_pol_19980528_0004 chd_pol_19980528_0003 cts_eco_19980526_0009 ctc_foc_19980526_0012 chd_pol_19980526_0007 chd_pol_19980527_0001 ctc_mnf_19981028_0005 ctc_foc_19980527_0009 ctc_foc_19980524_0006 cdn_soc_19980526_0025 cdn_eco_19980711_0006 cts_eco_19980526_0003 chd_eco_19980512_0029 cdn_soc_19980518_0018 cts_eco_19980527_0004 chd_pol_19980526_0002 cts_eco_19980528_0002 chd_eco_19981127_0011 cts_for_19980529_0004 cts_foc_19980512_0005 cte_foc_19980526_0006 chd_chi_19990423_0003 cts_for_19980525_0003 cts_soc_19980525_0011 cte_foc_19980517_0013 cts_soc_19980525_0015 ctc_mnf_19980904_0012 ctc_dep_19980522_0002 cts_eco_19980517_0004 ctc_foc_19980528_0003 ctc_foc_19980529_0012 cdn_soc_19990303_0003 chd_eco_19980525_0009 ctc_foc_19980527_0008 ctc_mnf_19980619_0004 ctc_fin_19981114_0006 ctc_fin_19980916_0004 cts_soc_19980525_0014 cdn_foc_19980528_0001 chd_eco_19981012_0010 ctc_esy_19980526_0001 cdn_eco_19980525_0002 chd_edu_19981119_0015 chd_pol_19980526_0006 ctc_mnf_19980811_0002 ctc_dep_19980522_0001 cdn_soc_19980528_0019 cts_eco_19980520_0010 chd_eco_19980512_0005 chd_eco_19980512_0027 cts_foc_19980110_0001 cts_eco_19980518_0003 cdn_eco_19981223_0006 chd_eco_19980707_0020 cdn_eco_19981008_0004 chd_edu_19981119_0016 ctc_dep_19980907_0005 ctc_esy_19980527_0001 cts_foc_19980218_0002 cdn_soc_19980526_0024 cts_eco_19980526_0014 ctc_foc_19980526_0001 cte_foc_19980525_0002 chd_soc_19990226_0014 ctc_mnf_19980604_0003 cdn_soc_19980527_0026 cts_eco_19980527_0006 cdn_soc_19981103_0011 cts_chi_19990507_0001 chd_pol_19980527_0002 ctc_foc_19980516_0001 chd_eco_19980518_0002 chd_edu_19990414_0003 cts_foc_19980518_0002 chd_eco_19990122_0016 ctc_mnf_19981006_0003 ctc_foc_19980525_0002 chd_for_19980705_0001 cdn_soc_19981119_0011 chd_eco_19981218_0003 ctc_dep_19990421_0005 cdn_soc_19981022_0013 
24,chd_edu_19981119_0013 cts_soc_19981208_0006 cts_soc_19981206_0001 cdn_soc_19981213_0004 cdn_soc_19981209_0004 cdn_soc_19981209_0021 cts_int_19981120_0009 cts_int_19981109_0006 cdn_soc_19981214_0013 cdn_soc_19980524_0006 cts_int_19980607_0004 cdn_soc_19981109_0002 cts_int_19981205_0006 cts_int_19981120_0002 cts_int_19980609_0007 cts_int_19980604_0011 cdn_soc_19980604_0005 cts_int_19981121_0003 cts_soc_19981121_0002 chd_int_19981121_0002 cdn_edu_19990126_0007 cts_ent_19980630_0003 cdn_soc_19981022_0011 cts_soc_19990401_0010 chd_int_19980814_0003 chd_int_19981207_0003 cts_soc_19981031_0014 cts_soc_19990123_0003 ctc_chi_19990406_0010 cdn_foc_19990129_0017 cdn_soc_19990311_0003 ctc_dep_19990128_0002 cts_int_19981028_0007 cdn_foc_19990314_0007 cts_soc_19981031_0016 cdn_soc_19981022_0010 chd_int_19980604_0001 cdn_soc_19981118_0006 cts_int_19970929_0001 cts_soc_19981030_0004 ctc_tec_19990311_0001 cdn_edu_19990424_0002 cdn_soc_19981101_0001 cts_int_19980607_0001 cdn_soc_19980614_0018 cdn_soc_19981203_0001 cts_soc_19990128_0002 cdn_soc_19981109_0001 cdn_soc_19980603_0001 cts_foc_19990128_0012 cts_int_19970929_0002 cdn_soc_19980606_0002 cdn_foc_19990125_0028 cts_soc_19980531_0012 cdn_soc_19981019_0003 cts_soc_19981030_0003 cts_int_19981112_0002 chd_edu_19981019_0007 cte_foc_19981030_0008 cdn_soc_19990323_0001 cts_int_19981028_0008 cts_pol_19990124_0003 cts_int_19980622_0003 cdn_soc_19980603_0003 cts_int_19981030_0006 cts_foc_19990128_0011 cdn_soc_19981030_0001 cdn_foc_19981204_0014 cts_foc_19990127_0001 cts_int_19990211_0003 cts_soc_19981031_0015 cdn_soc_19990116_0001 ctc_esy_19990129_0001 cdn_soc_19981019_0001 ctc_foc_19980531_0004 cdn_soc_19981125_0001 cdn_soc_19980601_0011 cts_soc_19981031_0017 cts_soc_19981019_0001 cdn_soc_19990209_0002 cdn_chi_19980528_0005 cdn_soc_19990128_0008 cts_soc_19990311_0007 cts_soc_19990129_0004 cdn_soc_19981030_0002 cdn_for_19990129_0001 cdn_soc_19981022_0009 cdn_soc_19990401_0010 ctc_chi_19990507_0009 ctc_dep_19990128_0001 chd_for_19990127_0004 ctc_dep_19990126_0006 cdn_foc_19990128_0020 chd_int_19981103_0001 cdn_soc_19990126_0003 cts_soc_19990323_0010 chd_int_19981110_0004 cts_int_19981029_0005 cts_pol_19990125_0001 cdn_chi_19980704_0007 
25,cts_int_19990129_0010 cts_int_19980628_0006 ctc_eco_19980816_0003 cts_int_19990426_0003 cts_for_19980522_0004 cts_int_19980604_0010 cdn_soc_19990130_0004 cts_int_19980608_0005 cdn_foc_19980522_0021 cts_for_19980625_0007 cts_foc_19980522_0003 cts_int_19990131_0010 cts_int_19990420_0002 cts_int_19990221_0005 cts_int_19980802_0006 cte_foc_19980522_0010 cts_int_19980614_0009 cdn_foc_19980522_0022 cts_int_19980613_0005 ctc_foc_19980522_0003 cts_int_19980807_0001 ctc_foc_19980522_0007 chd_int_19990309_0006 cdn_foc_19980523_0031 cts_int_19990211_0006 cts_int_19990131_0009 chd_int_19980725_0003 cts_int_19990420_0001 chd_int_19980602_0001 chd_int_19980522_0013 cts_int_19990420_0004 cts_int_19990211_0009 cts_int_19990428_0001 cts_int_19990129_0005 cts_int_19990407_0005 cts_int_19990425_0007 cts_int_19990417_0002 cts_int_19990128_0001 cts_int_19990222_0005 cts_int_19980610_0005 cts_int_19980718_0002 cts_int_19980524_0006 cts_int_19980607_0003 chd_int_19990419_0003 chd_int_19980522_0016 cts_int_19990129_0004 chd_int_19980522_0008 cts_int_19980621_0008 cts_int_19990201_0002 cts_int_19990201_0012 cdn_foc_19980522_0028 cts_pol_19990208_0008 cts_int_19990128_0009 chd_int_19980522_0009 cts_int_19980607_0011 chd_int_19980522_0005 cts_int_19990420_0003 cdn_foc_19980525_0014 cts_int_19980527_0004 cts_int_19980625_0005 cts_int_19980526_0008 cts_int_19980624_0005 cts_foc_19980522_0001 cts_int_19990129_0009 cts_int_19980807_0004 cts_int_19990128_0008 cts_int_19961113_0001 cts_int_19990507_0006 chd_int_19990421_0006 cdn_foc_19980522_0041 cts_foc_19980522_0007 chd_int_19980522_0019 chd_int_19980522_0012 ctc_eco_19980522_0002 cdn_foc_19980522_0025 cdn_foc_19980522_0027 cts_int_19990207_0002 cdn_foc_19980522_0002 cts_int_19980527_0001 cdn_soc_19990130_0007 cts_int_19990211_0011 cte_foc_19980521_0003 chd_int_19980522_0015 chd_int_19990209_0008 cts_int_19980818_0009 cts_chi_19980905_0003 chd_int_19980522_0036 chd_int_19990507_0001 cts_int_19990413_0002 cts_int_19961012_0001 cte_foc_19980521_0002 chd_int_19980608_0004 chd_int_19990419_0004 chd_int_19980718_0002 chd_int_19990413_0009 cts_int_19990418_0003 cts_int_19980529_0003 cts_int_19990418_0012 ctc_foc_19980522_0008 chd_int_19980911_0004 
26,cts_int_19980530_0004 cts_int_19980607_0007 cts_pol_19980805_0003 cdn_chi_19980926_0006 ctc_chi_19990422_0003 cts_foc_19980602_0003 chd_for_19980531_0001 cts_pol_19980805_0012 cts_int_19980518_0004 cts_pol_19980805_0008 cts_chi_19980603_0008 cts_int_19980608_0007 cts_int_19980619_0008 cts_foc_19980624_0016 cts_int_19980605_0008 cts_for_19980605_0006 cts_chi_19980805_0003 cdn_foc_19980813_0028 cts_soc_19960913_0001 cts_int_19980605_0003 cts_pol_19990114_0008 chd_for_19980521_0001 cte_foc_19980607_0010 cts_int_19980531_0003 cts_for_19980530_0001 cdn_for_19980519_0001 cts_int_19980613_0002 cts_int_19980516_0001 cts_chi_19980627_0004 cts_chi_19981110_0004 cte_foc_19980618_0006 cdn_foc_19980530_0029 chd_int_19980619_0003 cts_int_19980516_0003 cdn_ent_19980618_0001 cdn_foc_19990316_0005 cts_chi_19990423_0008 cts_int_19980530_0012 cts_chi_19980627_0005 chd_int_19980530_0002 ctc_eco_19980529_0001 cdn_foc_19980530_0025 cdn_foc_19981122_0008 cts_int_19980516_0002 cdn_for_19980530_0002 cts_int_19980606_0008 cts_int_19980529_0005 cts_int_19980515_0001 cts_int_19980518_0006 cts_int_19980601_0006 chd_for_19981104_0001 cts_chi_19981110_0005 chd_int_19980601_0003 chd_int_19980529_0004 cts_int_19980520_0001 cts_pol_19980806_0007 cts_chi_19990306_0002 cts_int_19980602_0002 chd_int_19980601_0004 chd_int_19980515_0001 cts_int_19980605_0011 chd_int_19980531_0002 chd_int_19990421_0007 cts_int_19980515_0002 cdn_chi_19980619_0006 cts_chi_19990307_0002 cts_int_19980601_0003 cts_soc_19980115_0001 chd_int_19980518_0004 cts_chi_19981110_0012 cdn_foc_19980627_0012 chd_int_19980530_0004 chd_int_19980529_0001 cdn_foc_19980530_0026 cts_int_19980513_0001 cts_int_19980619_0001 cts_int_19990408_0006 cts_chi_19980603_0001 ctc_chi_19981110_0008 cts_int_19980530_0003 cdn_foc_19990308_0002 chd_int_19980623_0003 cts_int_19980603_0009 cts_int_19980604_0006 cts_int_19980603_0003 cts_chi_19980531_0007 cts_chi_19990422_0011 cts_int_19980604_0007 chd_int_19981123_0005 cts_pol_19981110_0015 chd_pol_19981104_0001 cts_int_19980408_0004 cts_chi_19981111_0009 chd_int_19980516_0004 cts_int_19990222_0007 cdn_foc_19980725_0011 chd_int_19980620_0001 cts_int_19980529_0006 cts_int_19980721_0003 cdn_chi_19980629_0007 
27,cdn_spo_19990130_0005 cdn_spo_19990208_0007 cdn_soc_19990127_0005 cdn_spo_19990117_0004 cdn_spo_19981225_0005 cdn_soc_19990322_0009 cdn_loc_19980615_0003 cts_ent_19980918_0009 cts_ent_19980720_0005 cts_ent_19981120_0012 chd_spo_19980620_0005 chd_spo_19980609_0012 chd_spo_19980624_0007 cts_ent_19980813_0012 cdn_spo_19990125_0006 cts_spo_19990126_0001 cts_chi_19981225_0003 chd_spo_19990508_0009 chd_spo_19980622_0004 cts_chi_19981225_0005 cdn_spo_19990121_0008 ctc_dep_19980713_0005 chd_pol_19980926_0003 cts_spo_19980622_0014 chd_pol_19981106_0004 cdn_soc_19990127_0006 cdn_spo_19990318_0003 cdn_spo_19990124_0004 chd_pol_19990214_0011 cts_int_19990121_0006 ctc_fin_19990209_0008 cdn_spo_19990128_0010 cts_pol_19980926_0006 cts_foc_19981214_0002 ctc_foc_19990106_0005 cts_spo_19990127_0009 ctc_fin_19981012_0008 cdn_spo_19990126_0002 cts_spo_19990125_0014 cts_pol_19960413_0001 ctc_sto_19990204_0022 cdn_soc_19990127_0004 cts_art_19980712_0004 cts_foc_19990126_0011 cdn_spo_19981129_0008 cts_foc_19990126_0010 cts_spo_19981022_0008 chd_eco_19990120_0024 chd_pol_19990214_0008 cts_spo_19980609_0012 cts_spo_19981214_0001 cts_int_19990121_0004 cdn_chi_19981225_0004 chd_spo_19980613_0007 cts_soc_19980729_0020 chd_spo_19990125_0010 cts_for_19981202_0003 cts_for_19981007_0005 cdn_edu_19990121_0012 cdn_edu_19990405_0005 ctc_fin_19980926_0007 cts_spo_19990119_0014 cts_foc_19880119_0001 chd_spo_19980613_0005 cts_spo_19990119_0015 cte_foc_19981105_0005 cdn_spo_19990126_0005 cts_pol_19990121_0006 cdn_spo_19990204_0004 cts_soc_19970422_0001 cts_foc_19990126_0009 cts_spo_19980617_0013 cts_spo_19990317_0005 cts_int_19981010_0010 cdn_spo_19990401_0003 chd_med_19990215_0008 chd_soc_19990301_0009 cdn_foc_19981225_0015 cdn_for_19990124_0002 cdn_spo_19990204_0006 cts_spo_19990505_0012 chd_spo_19990209_0005 chd_spo_19981008_0005 cts_soc_19980910_0012 chd_eco_19981212_0032 chd_eco_19980928_0016 cts_int_19990407_0004 chd_ent_19981109_0007 ctc_dep_19980713_0006 cts_spo_19990119_0013 cdn_spo_19981218_0014 cte_foc_19981005_0005 cts_pol_19981201_0015 cdn_eco_19981208_0003 cte_sto_19981211_0006 chd_chi_19990108_0005 chd_pol_19990214_0014 cts_foc_19981225_0007 cts_chi_19981018_0002 ctc_mnf_19981004_0003 
28,cts_int_19980906_0001 cts_int_19990314_0003 chd_int_19990326_0003 chd_int_19990311_0006 cts_int_19990204_0002 cdn_foc_19981122_0009 cts_int_19980901_0010 cts_int_19981202_0004 cts_int_19990117_0001 cts_int_19980906_0013 cdn_foc_19980902_0003 cts_int_19980908_0010 chd_int_19980617_0001 cts_int_19980604_0002 cts_int_19981212_0001 cts_int_19980911_0003 chd_int_19990109_0001 cts_foc_19980901_0002 cts_int_19980902_0003 cts_int_19980910_0009 cte_foc_19980905_0002 cts_int_19980905_0001 cts_int_19981123_0001 cts_int_19980901_0001 chd_int_19980904_0005 chd_int_19981204_0001 chd_int_19980907_0015 cts_chi_19980909_0005 chd_int_19980907_0003 cts_int_19980604_0007 cts_int_19990321_0007 cts_foc_19990308_0011 chd_int_19990313_0001 cts_int_19980907_0004 chd_int_19980903_0002 cts_int_19990116_0005 cts_foc_19980905_0005 cdn_for_19980907_0001 cts_int_19980904_0009 cts_int_19990311_0010 cts_int_19990117_0007 cts_int_19990109_0002 cdn_foc_19990112_0029 cts_int_19980929_0009 cts_foc_19980904_0002 ctc_eco_19980901_0005 chd_int_19980907_0012 cts_int_19980820_0008 cts_int_19980905_0009 cts_int_19981212_0008 cdn_foc_19980906_0014 cts_int_19980905_0008 cts_int_19990205_0008 cts_foc_19980905_0012 chd_int_19980902_0001 cts_int_19990309_0008 chd_for_19980907_0001 cts_int_19980617_0004 cts_int_19990116_0001 cts_for_19980907_0008 cts_int_19980906_0002 cts_foc_19980905_0013 cts_int_19980817_0005 cts_int_19981223_0003 cts_int_19980901_0007 chd_int_19990327_0001 cts_int_19980604_0006 cts_int_19980908_0009 cts_int_19990321_0002 cts_int_19980902_0008 cdn_foc_19990314_0009 chd_int_19981122_0004 cts_int_19980903_0002 chd_int_19980904_0004 cts_int_19980902_0013 cts_foc_19980905_0004 cts_int_19990329_0002 cts_int_19990205_0010 cts_int_19990102_0005 cts_int_19981120_0010 cts_int_19990109_0001 cts_int_19980903_0003 cts_int_19990401_0010 chd_int_19980907_0017 cts_int_19990322_0006 cts_int_19980906_0011 cts_int_19980713_0002 cts_int_19981022_0007 cts_int_19970920_0001 cts_int_19980902_0014 chd_pol_19980902_0011 cts_int_19980727_0006 chd_int_19980917_0005 cts_int_19980821_0002 chd_int_19980910_0004 ctc_foc_19980803_0001 cts_int_19980907_0012 cts_int_19980603_0012 cts_int_19980914_0004 cts_int_19980902_0005 
29,chd_edu_19990501_0006 chd_soc_19990430_0003 cts_soc_19980627_0002 cdn_soc_19981023_0003 chd_soc_19981021_0001 cdn_foc_19981024_0003 cte_foc_19981014_0015 chd_soc_19981001_0002 cdn_soc_19980804_0007 cte_foc_19980929_0001 ctc_foc_19981014_0006 chd_soc_19980708_0017 chd_edu_19981028_0024 ctc_foc_19981015_0008 chd_edu_19980805_0008 chd_soc_19980805_0002 chd_eco_19980710_0014 cte_foc_19981014_0009 chd_soc_19981027_0007 cdn_soc_19980710_0005 chd_for_19981021_0002 cte_foc_19981026_0002 cdn_soc_19981015_0003 cte_foc_19980803_0012 cte_foc_19980611_0008 cts_foc_19980805_0014 cdn_soc_19980716_0015 chd_ent_19981028_0006 chd_edu_19980805_0010 cte_foc_19980928_0013 chd_edu_19981021_0003 chd_edu_19981015_0001 chd_eco_19981007_0024 chd_edu_19981017_0022 cdn_foc_19981027_0001 chd_edu_19981102_0011 cts_foc_19981017_0021 chd_edu_19981017_0007 cdn_soc_19980806_0008 cts_soc_19980803_0007 cdn_foc_19980804_0003 cdn_soc_19981023_0013 chd_edu_19981027_0001 cdn_soc_19980710_0001 chd_soc_19981027_0004 chd_edu_19980804_0009 chd_edu_19981024_0015 chd_edu_19981001_0006 cdn_foc_19981017_0021 cte_foc_19981027_0011 cte_foc_19980605_0005 chd_edu_19981015_0009 cte_foc_19980803_0010 cts_soc_19981021_0015 cts_foc_19981014_0001 cts_foc_19980718_0020 cts_foc_19980929_0008 chd_edu_19981015_0004 cdn_soc_19981027_0002 cts_foc_19980804_0011 chd_pol_19981030_0006 cte_foc_19980804_0012 cdn_soc_19980929_0004 cdn_foc_19981017_0023 cte_foc_19981013_0015 cdn_soc_19981024_0002 cte_foc_19980927_0014 chd_soc_19990118_0014 chd_edu_19981017_0020 chd_soc_19980608_0001 cdn_foc_19981015_0002 cdn_loc_19981017_0002 chd_edu_19981012_0006 cts_foc_19981016_0008 chd_soc_19981028_0010 cdn_foc_19981028_0030 cte_foc_19981012_0002 chd_edu_19981028_0020 cdn_soc_19980711_0007 cdn_soc_19980711_0005 cdn_foc_19981021_0003 cts_soc_19981015_0024 cte_foc_19980709_0006 chd_edu_19980930_0003 cdn_foc_19981017_0017 cdn_foc_19980805_0003 chd_edu_19981015_0003 chd_soc_19981015_0001 cte_foc_19981014_0008 chd_edu_19981028_0015 cdn_foc_19981022_0023 cts_foc_19981016_0025 cts_soc_19980919_0010 chd_edu_19981015_0007 cdn_loc_19981027_0005 cts_soc_19980711_0004 cts_foc_19981026_0004 ctc_tec_19981016_0009 chd_edu_19981024_0010 cdn_loc_19981027_0001 
30,ctc_tec_19981119_0010 ctc_tec_19981116_0009 cts_soc_19981119_0003 cdn_edu_19981008_0001 cts_foc_19981124_0012 ctc_ser_19990605_0007 cts_soc_19980915_0002 chd_eco_19980928_0025 chd_edu_19990108_0004 cts_eco_19981124_0002 cdn_soc_19981015_0010 cts_soc_19980814_0002 ctc_foc_19981026_0001 chd_pol_19981105_0026 ctc_tec_19980916_0008 chd_eco_19981116_0005 cdn_eco_19990127_0003 ctc_dep_19980821_0004 cdn_eco_19980812_0005 cts_soc_19980819_0020 chd_pol_19990504_0017 cdn_soc_19980711_0017 chd_eco_19990324_0023 ctc_dep_19990127_0008 ctc_dep_19980909_0004 ctc_eco_19990317_0001 cts_soc_19980811_0008 ctc_sto_19980713_0018 cdn_chi_19980602_0007 cdn_soc_19981122_0009 chd_pol_19980815_0012 cts_soc_19980811_0002 ctc_foc_19981122_0021 ctc_tec_19981116_0010 cte_sto_19990228_0004 ctc_cgo_19990108_0001 cdn_soc_19980725_0003 ctc_foc_19981016_0008 ctc_tec_19980701_0006 ctc_foc_19980811_0002 ctc_ser_19990605_0008 ctc_tec_19981119_0009 ctc_tec_19980608_0007 ctc_tec_19990111_0004 ctc_tec_19980825_0005 ctc_tec_19981124_0001 ctc_tec_19981124_0006 cts_soc_19990115_0005 ctc_tec_19980910_0007 chd_edu_19981122_0003 ctc_tec_19980914_0003 ctc_dep_19980813_0006 cts_eco_19980806_0010 ctc_fin_19990102_0013 ctc_tec_19981013_0002 ctc_mnf_19990404_0014 ctc_mnf_19990506_0005 ctc_chi_19980914_0003 ctc_sto_19981009_0007 chd_soc_19990301_0009 ctc_sto_19980608_0007 chd_edu_19990324_0010 ctc_fin_19980926_0007 ctc_sto_19980525_0009 chd_edu_19980617_0010 ctc_tec_19980814_0011 chd_eco_19990502_0002 cts_eco_19990315_0005 ctc_tec_19980912_0004 cts_soc_19981122_0010 chd_eco_19981231_0020 ctc_sto_19980918_0011 ctc_mnf_19981213_0003 cts_eco_19980802_0007 cdn_soc_19980816_0011 cts_soc_19990108_0007 ctc_tec_19980815_0006 cdn_chi_19990221_0005 cdn_eco_19980813_0001 ctc_tec_19980520_0002 ctc_sto_19980904_0024 cts_foc_19980821_0015 chd_eco_19981215_0020 cts_eco_19980813_0011 ctc_foc_19981123_0005 ctc_tec_19980729_0002 ctc_sto_19980618_0013 chd_pol_19981230_0014 chd_eco_19980620_0023 cdn_eco_19990102_0012 cdn_foc_19990111_0028 cte_sto_19990401_0001 cts_soc_19990429_0008 cdn_soc_19990419_0015 ctc_dep_19980713_0005 ctc_tec_19990315_0001 ctc_foc_19981216_0014 ctc_fin_19981012_0008 ctc_sto_19981013_0019 ctc_cgo_19990223_0007 
